customer_id,order_id,Category,Dispatch Date,Delivered Date,Tracking Link,return_date,return_mode,return_reason,return_status,return_mode,refund_amount,AWB Number,Courier Partner,Tracking Link,Type of Return,Suborder Number Masked
7616,ORD00189,"Cups, Mugs & Saucers",05-02-2025,17-02-2025,https://www.valmo.in/track/VL0080420931154,2024-10-24,Pickup,Changed Mind,Pending,Pickup,374,VL0080420931154,PocketShip,https://www.valmo.in/track/VL0080420931154,Courier Return (RTO),11762454884492****
9044,ORD00190,"Cups, Mugs & Saucers",04-02-2025,17-02-2025,https://www.valmo.in/track/VL0080415367328,2024-08-04,Pickup,Size Issue,Approved,Pickup,1585,VL0080415367328,PocketShip,https://www.valmo.in/track/VL0080415367328,Courier Return (RTO),11725242677149****
9983,ORD00191,"Cups, Mugs & Saucers",03-02-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00858529162&searchBy=referenceNumber,2024-03-05,Drop-off,Defective,Rejected,Drop-off,1580,M00858529162,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00858529162&searchBy=referenceNumber,Courier Return (RTO),11674616266872****
5796,ORD00192,"Cups, Mugs & Saucers",03-02-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00858529144&searchBy=referenceNumber,2025-04-05,Pickup,Changed Mind,Approved,Pickup,1798,M00858529144,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00858529144&searchBy=referenceNumber,Courier Return (RTO),11686821037616****
3419,ORD00193,"Cups, Mugs & Saucers",23-01-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177015&searchBy=referenceNumber,2024-11-30,Drop-off,Changed Mind,Rejected,Drop-off,1904,M00837177015,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177015&searchBy=referenceNumber,Courier Return (RTO),11316084976991****
1080,ORD00194,"Cups, Mugs & Saucers",01-02-2025,17-02-2025,https://www.valmo.in/track/VL0080395642588,2025-11-07,Drop-off,Changed Mind,Pending,Drop-off,1496,VL0080395642588,PocketShip,https://www.valmo.in/track/VL0080395642588,Courier Return (RTO),11611708886276****
4617,ORD00195,"Cups, Mugs & Saucers",06-02-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00864134067&searchBy=referenceNumber,2024-10-10,Drop-off,Defective,Rejected,Drop-off,1922,M00864134067,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00864134067&searchBy=referenceNumber,Courier Return (RTO),11839133003352****
5625,ORD00196,"Cups, Mugs & Saucers",25-01-2025,17-02-2025,https://www.valmo.in/track/VL0080362669140,2025-01-12,Pickup,Changed Mind,Rejected,Pickup,698,VL0080362669140,PocketShip,https://www.valmo.in/track/VL0080362669140,Courier Return (RTO),11387592079602****
3292,ORD00197,"Cups, Mugs & Saucers",29-01-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00848071504&searchBy=referenceNumber,2024-08-14,Drop-off,Defective,Approved,Drop-off,770,M00848071504,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071504&searchBy=referenceNumber,Courier Return (RTO),11528610148968****
3082,ORD00198,"Cups, Mugs & Saucers",22-01-2025,17-02-2025,https://www.valmo.in/track/VL0080347030509,2024-08-28,Pickup,Wrong Item,Pending,Pickup,1934,VL0080347030509,PocketShip,https://www.valmo.in/track/VL0080347030509,Courier Return (RTO),11294215353434****
8680,ORD00199,"Cups, Mugs & Saucers",29-01-2025,17-02-2025,https://www.valmo.in/track/VL0080381792466,2024-07-18,Drop-off,Wrong Item,Rejected,Drop-off,1297,VL0080381792466,PocketShip,https://www.valmo.in/track/VL0080381792466,Courier Return (RTO),11513953650137****
2558,ORD00200,"Cups, Mugs & Saucers",29-01-2025,17-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00848071537&searchBy=referenceNumber,2024-08-18,Pickup,Size Issue,Pending,Pickup,1840,M00848071537,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071537&searchBy=referenceNumber,Courier Return (RTO),11494990642341****
6254,ORD00201,"Cups, Mugs & Saucers",04-02-2025,15-02-2025,https://www.valmo.in/track/VL0080415367330,2024-10-24,Pickup,Defective,Rejected,Pickup,1834,VL0080415367330,PocketShip,https://www.valmo.in/track/VL0080415367330,Courier Return (RTO),11727197759792****
1200,ORD00202,"Cups, Mugs & Saucers",01-02-2025,15-02-2025,https://www.valmo.in/track/VL0080400997949,2025-02-27,Pickup,Changed Mind,Pending,Pickup,1496,VL0080400997949,PocketShip,https://www.valmo.in/track/VL0080400997949,Courier Return (RTO),11654201726194****
4245,ORD00203,"Cups, Mugs & Saucers",04-02-2025,15-02-2025,https://www.valmo.in/track/VL0080415367329,2024-02-01,Pickup,Defective,Approved,Pickup,786,VL0080415367329,PocketShip,https://www.valmo.in/track/VL0080415367329,Courier Return (RTO),11749197856806****
1083,ORD00204,"Cups, Mugs & Saucers",27-01-2025,15-02-2025,https://www.valmo.in/track/VL0080369687872,2025-05-11,Drop-off,Size Issue,Approved,Drop-off,392,VL0080369687872,PocketShip,https://www.valmo.in/track/VL0080369687872,Courier Return (RTO),11429766694654****
1748,ORD00205,"Cups, Mugs & Saucers",31-01-2025,15-02-2025,https://www.valmo.in/track/VL0080395642595,2024-08-29,Drop-off,Changed Mind,Approved,Drop-off,923,VL0080395642595,PocketShip,https://www.valmo.in/track/VL0080395642595,Courier Return (RTO),11622152484699****
7566,ORD00206,"Cups, Mugs & Saucers",29-01-2025,15-02-2025,https://www.valmo.in/track/VL0080381792468,2024-05-23,Pickup,Defective,Approved,Pickup,848,VL0080381792468,PocketShip,https://www.valmo.in/track/VL0080381792468,Courier Return (RTO),11507960999818****
9938,ORD00207,"Cups, Mugs & Saucers",04-02-2025,14-02-2025,https://www.valmo.in/track/VL0080415367319,2025-01-17,Pickup,Size Issue,Approved,Pickup,1977,VL0080415367319,PocketShip,https://www.valmo.in/track/VL0080415367319,Courier Return (RTO),11728682997288****
7004,ORD00208,"Cups, Mugs & Saucers",30-01-2025,14-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00849947544&searchBy=referenceNumber,2024-09-18,Drop-off,Wrong Item,Rejected,Drop-off,926,M00849947544,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947544&searchBy=referenceNumber,Courier Return (RTO),11582794251305****
7391,ORD00209,"Cups, Mugs & Saucers",01-02-2025,14-02-2025,https://www.valmo.in/track/VL0080400997953,2026-01-17,Drop-off,Size Issue,Approved,Drop-off,948,VL0080400997953,PocketShip,https://www.valmo.in/track/VL0080400997953,Courier Return (RTO),11646101563880****
5485,ORD00210,Water Glasses,30-01-2025,14-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00849947549&searchBy=referenceNumber,2025-06-12,Drop-off,Changed Mind,Pending,Drop-off,1698,M00849947549,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947549&searchBy=referenceNumber,Courier Return (RTO),11578353800723****
9628,ORD00211,"Cups, Mugs & Saucers",27-01-2025,14-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242425&searchBy=referenceNumber,2025-11-11,Pickup,Wrong Item,Pending,Pickup,454,M00843242425,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242425&searchBy=referenceNumber,Courier Return (RTO),11423419827704****
6548,ORD00212,"Cups, Mugs & Saucers",30-01-2025,13-02-2025,https://www.valmo.in/track/VL0080387274587,2024-08-24,Drop-off,Size Issue,Approved,Drop-off,273,VL0080387274587,PocketShip,https://www.valmo.in/track/VL0080387274587,Courier Return (RTO),11563811203373****
5871,ORD00213,"Cups, Mugs & Saucers",29-01-2025,13-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00848071550&searchBy=referenceNumber,2025-09-25,Pickup,Size Issue,Pending,Pickup,1712,M00848071550,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071550&searchBy=referenceNumber,Courier Return (RTO),11492722941863****
7954,ORD00214,"Cups, Mugs & Saucers",23-01-2025,13-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177033&searchBy=referenceNumber,2024-09-06,Pickup,Defective,Pending,Pickup,455,M00837177033,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177033&searchBy=referenceNumber,Courier Return (RTO),11317346950479****
3714,ORD00215,"Cups, Mugs & Saucers",28-01-2025,13-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00846958729&searchBy=referenceNumber,2025-08-23,Drop-off,Wrong Item,Approved,Drop-off,1394,M00846958729,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958729&searchBy=referenceNumber,Courier Return (RTO),11468382234768****
3057,ORD00216,"Cups, Mugs & Saucers",24-01-2025,13-02-2025,https://www.valmo.in/track/VL0080354847488,2024-07-15,Pickup,Size Issue,Pending,Pickup,827,VL0080354847488,PocketShip,https://www.valmo.in/track/VL0080354847488,Courier Return (RTO),11356724337724****
3154,ORD00217,"Cups, Mugs & Saucers",27-01-2025,12-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242395&searchBy=referenceNumber,2025-12-24,Pickup,Size Issue,Pending,Pickup,1608,M00843242395,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242395&searchBy=referenceNumber,Courier Return (RTO),11426853331515****
4810,ORD00218,"Cups, Mugs & Saucers",28-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00846958727&searchBy=referenceNumber,2024-07-29,Pickup,Changed Mind,Rejected,Pickup,1066,M00846958727,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958727&searchBy=referenceNumber,Courier Return (RTO),11469695421966****
6600,ORD00219,"Cups, Mugs & Saucers",27-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242418&searchBy=referenceNumber,2025-09-26,Drop-off,Defective,Approved,Drop-off,743,M00843242418,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242418&searchBy=referenceNumber,Courier Return (RTO),11437561204788****
7038,ORD00220,"Cups, Mugs & Saucers",28-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00846958701&searchBy=referenceNumber,2025-10-22,Drop-off,Changed Mind,Rejected,Drop-off,1349,M00846958701,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958701&searchBy=referenceNumber,Courier Return (RTO),11470823414595****
5077,ORD00221,"Cups, Mugs & Saucers",24-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00838935924&searchBy=referenceNumber,2024-04-14,Drop-off,Changed Mind,Pending,Drop-off,1316,M00838935924,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935924&searchBy=referenceNumber,Courier Return (RTO),11353756850447****
3013,ORD00222,"Cups, Mugs & Saucers",28-01-2025,11-02-2025,https://www.valmo.in/track/VL0080379041042,2024-04-30,Pickup,Size Issue,Approved,Pickup,496,VL0080379041042,PocketShip,https://www.valmo.in/track/VL0080379041042,Courier Return (RTO),11469864223705****
6985,ORD00223,"Cups, Mugs & Saucers",28-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00846958752&searchBy=referenceNumber,2025-03-06,Drop-off,Changed Mind,Approved,Drop-off,594,M00846958752,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958752&searchBy=referenceNumber,Courier Return (RTO),11475046107620****
9235,ORD00224,"Cups, Mugs & Saucers",29-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00848071500&searchBy=referenceNumber,2025-02-11,Pickup,Size Issue,Pending,Pickup,1966,M00848071500,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071500&searchBy=referenceNumber,Courier Return (RTO),11526988232583****
5824,ORD00225,"Cups, Mugs & Saucers",21-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00834549890&searchBy=referenceNumber,2024-03-08,Pickup,Changed Mind,Rejected,Pickup,244,M00834549890,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00834549890&searchBy=referenceNumber,Courier Return (RTO),11215751861325****
4208,ORD00226,"Cups, Mugs & Saucers",25-01-2025,11-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00841068403&searchBy=referenceNumber,2025-05-20,Drop-off,Size Issue,Rejected,Drop-off,858,M00841068403,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068403&searchBy=referenceNumber,Courier Return (RTO),11396287995015****
2946,ORD00227,Jars & Containers,08-01-2025,11-02-2025,https://www.valmo.in/track/VL0080272755711,2025-03-11,Drop-off,Size Issue,Approved,Drop-off,1716,VL0080272755711,PocketShip,https://www.valmo.in/track/VL0080272755711,Courier Return (RTO),10712700274988****
1169,ORD00228,"Cups, Mugs & Saucers",30-01-2025,10-02-2025,https://www.valmo.in/track/VL0080387274586,2024-01-06,Drop-off,Defective,Pending,Drop-off,1138,VL0080387274586,PocketShip,https://www.valmo.in/track/VL0080387274586,Courier Return (RTO),11560337020793****
6456,ORD00229,"Cups, Mugs & Saucers",30-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00849947548&searchBy=referenceNumber,2025-03-30,Drop-off,Wrong Item,Pending,Drop-off,243,M00849947548,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947548&searchBy=referenceNumber,Courier Return (RTO),11570369185162****
2714,ORD00230,"Cups, Mugs & Saucers",01-02-2025,10-02-2025,https://www.valmo.in/track/VL0080400997950,2024-08-22,Pickup,Defective,Rejected,Pickup,1362,VL0080400997950,PocketShip,https://www.valmo.in/track/VL0080400997950,Courier Return (RTO),11634044928697****
3495,ORD00231,"Cups, Mugs & Saucers",27-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242446&searchBy=referenceNumber,2025-07-23,Drop-off,Defective,Rejected,Drop-off,1840,M00843242446,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242446&searchBy=referenceNumber,Courier Return (RTO),11429914373162****
4748,ORD00232,"Cups, Mugs & Saucers",29-01-2025,10-02-2025,https://www.valmo.in/track/VL0080381792471,2024-07-04,Drop-off,Changed Mind,Approved,Drop-off,1123,VL0080381792471,PocketShip,https://www.valmo.in/track/VL0080381792471,Courier Return (RTO),11532727312465****
9906,ORD00233,"Cups, Mugs & Saucers",25-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00841068430&searchBy=referenceNumber,2024-02-08,Pickup,Wrong Item,Pending,Pickup,514,M00841068430,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068430&searchBy=referenceNumber,Courier Return (RTO),11397106886436****
9613,ORD00234,"Cups, Mugs & Saucers",24-01-2025,10-02-2025,https://www.valmo.in/track/VL0080354847485,2024-01-22,Drop-off,Size Issue,Pending,Drop-off,1846,VL0080354847485,PocketShip,https://www.valmo.in/track/VL0080354847485,Courier Return (RTO),11348774129515****
5172,ORD00235,"Cups, Mugs & Saucers",16-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00824921212&searchBy=referenceNumber,2024-12-25,Pickup,Size Issue,Pending,Pickup,874,M00824921212,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921212&searchBy=referenceNumber,Courier Return (RTO),11063886431783****
3557,ORD00236,"Cups, Mugs & Saucers",15-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00823789724&searchBy=referenceNumber,2026-02-07,Drop-off,Wrong Item,Approved,Drop-off,1525,M00823789724,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789724&searchBy=referenceNumber,Courier Return (RTO),10980352015652****
2761,ORD00237,"Cups, Mugs & Saucers",25-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00841068456&searchBy=referenceNumber,2025-10-03,Drop-off,Size Issue,Approved,Drop-off,1400,M00841068456,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068456&searchBy=referenceNumber,Courier Return (RTO),11386145916891****
7781,ORD00238,"Cups, Mugs & Saucers",24-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00838935915&searchBy=referenceNumber,2024-05-01,Pickup,Changed Mind,Rejected,Pickup,854,M00838935915,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935915&searchBy=referenceNumber,Courier Return (RTO),11352171628596****
8774,ORD00239,"Cups, Mugs & Saucers",22-01-2025,10-02-2025,https://www.valmo.in/track/VL0080347030505,2025-10-13,Pickup,Defective,Pending,Pickup,1108,VL0080347030505,PocketShip,https://www.valmo.in/track/VL0080347030505,Courier Return (RTO),11262205677725****
6869,ORD00240,"Cups, Mugs & Saucers",24-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00838935911&searchBy=referenceNumber,2024-04-24,Pickup,Changed Mind,Pending,Pickup,405,M00838935911,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935911&searchBy=referenceNumber,Courier Return (RTO),11370166735421****
4596,ORD00241,"Cups, Mugs & Saucers",21-01-2025,10-02-2025,https://www.valmo.in/track/VL0080341910815,2025-05-16,Drop-off,Size Issue,Approved,Drop-off,1106,VL0080341910815,PocketShip,https://www.valmo.in/track/VL0080341910815,Courier Return (RTO),11210219245580****
3248,ORD00242,"Cups, Mugs & Saucers",11-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00817610526&searchBy=referenceNumber,2025-03-30,Drop-off,Defective,Pending,Drop-off,1858,M00817610526,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00817610526&searchBy=referenceNumber,Courier Return (RTO),10877116206195****
9426,ORD00243,Jars & Containers,15-01-2025,10-02-2025,https://www.valmo.in/track/VL0080309940952,2024-02-08,Drop-off,Defective,Pending,Drop-off,1637,VL0080309940952,PocketShip,https://www.valmo.in/track/VL0080309940952,Courier Return (RTO),11001015135177****
7924,ORD00244,"Cups, Mugs & Saucers",17-01-2025,10-02-2025,https://www.valmo.in/track/VL0080318580735,2025-10-20,Drop-off,Defective,Approved,Drop-off,1033,VL0080318580735,PocketShip,https://www.valmo.in/track/VL0080318580735,Courier Return (RTO),11100246855784****
1731,ORD00245,Jars & Containers,15-01-2025,10-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00823789738&searchBy=referenceNumber,2024-05-20,Pickup,Size Issue,Approved,Pickup,881,M00823789738,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789738&searchBy=referenceNumber,Courier Return (RTO),11028530339856****
6022,ORD00246,"Cups, Mugs & Saucers",27-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242394&searchBy=referenceNumber,2025-08-04,Pickup,Wrong Item,Rejected,Pickup,146,M00843242394,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242394&searchBy=referenceNumber,Courier Return (RTO),11436510750579****
5729,ORD00247,"Cups, Mugs & Saucers",23-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177016&searchBy=referenceNumber,2024-04-06,Drop-off,Size Issue,Rejected,Drop-off,1847,M00837177016,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177016&searchBy=referenceNumber,Courier Return (RTO),11319190144987****
4703,ORD00248,"Cups, Mugs & Saucers",22-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00836136005&searchBy=referenceNumber,2025-11-05,Pickup,Wrong Item,Pending,Pickup,621,M00836136005,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836136005&searchBy=referenceNumber,Courier Return (RTO),11282965422702****
6698,ORD00249,"Cups, Mugs & Saucers",23-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177018&searchBy=referenceNumber,2024-07-09,Drop-off,Size Issue,Pending,Drop-off,972,M00837177018,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177018&searchBy=referenceNumber,Courier Return (RTO),11313657291606****
5942,ORD00250,"Cups, Mugs & Saucers",23-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177008&searchBy=referenceNumber,2025-02-20,Pickup,Size Issue,Approved,Pickup,813,M00837177008,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177008&searchBy=referenceNumber,Courier Return (RTO),11324514997033****
9191,ORD00251,"Cups, Mugs & Saucers",21-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00834549911&searchBy=referenceNumber,2025-11-06,Pickup,Changed Mind,Rejected,Pickup,1340,M00834549911,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00834549911&searchBy=referenceNumber,Courier Return (RTO),11218695548023****
1212,ORD00252,"Cups, Mugs & Saucers",15-01-2025,08-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00823789719&searchBy=referenceNumber,2024-05-16,Pickup,Wrong Item,Approved,Pickup,1691,M00823789719,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789719&searchBy=referenceNumber,Courier Return (RTO),10973243754354****
9983,ORD00253,"Cups, Mugs & Saucers",17-01-2025,07-02-2025,https://www.valmo.in/track/VL0080318580765,2025-11-19,Pickup,Changed Mind,Approved,Pickup,1981,VL0080318580765,PocketShip,https://www.valmo.in/track/VL0080318580765,Courier Return (RTO),11106592479854****
9958,ORD00254,"Cups, Mugs & Saucers",22-01-2025,07-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00836135992&searchBy=referenceNumber,2024-12-30,Drop-off,Size Issue,Approved,Drop-off,362,M00836135992,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836135992&searchBy=referenceNumber,Courier Return (RTO),11240986235662****
1888,ORD00255,"Cups, Mugs & Saucers",17-01-2025,07-02-2025,https://www.valmo.in/track/VL0080318580733,2025-04-13,Drop-off,Wrong Item,Pending,Drop-off,145,VL0080318580733,PocketShip,https://www.valmo.in/track/VL0080318580733,Courier Return (RTO),11084590991464****
9074,ORD00256,"Cups, Mugs & Saucers",18-01-2025,07-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00829585118&searchBy=referenceNumber,2024-04-06,Drop-off,Wrong Item,Pending,Drop-off,576,M00829585118,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00829585118&searchBy=referenceNumber,Courier Return (RTO),11132425550511****
3824,ORD00257,"Cups, Mugs & Saucers",17-01-2025,05-02-2025,https://www.valmo.in/track/VL0080318580760,2024-06-24,Pickup,Defective,Pending,Pickup,1662,VL0080318580760,PocketShip,https://www.valmo.in/track/VL0080318580760,Courier Return (RTO),11100066074043****
7117,ORD00258,"Cups, Mugs & Saucers",27-01-2025,04-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00843242409&searchBy=referenceNumber,2024-05-26,Drop-off,Changed Mind,Rejected,Drop-off,1616,M00843242409,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242409&searchBy=referenceNumber,Courier Return (RTO),11429740104025****
6257,ORD00259,"Cups, Mugs & Saucers",20-01-2025,04-02-2025,https://www.valmo.in/track/VL0080334150581,2025-06-04,Pickup,Wrong Item,Rejected,Pickup,1652,VL0080334150581,PocketShip,https://www.valmo.in/track/VL0080334150581,Courier Return (RTO),11174875131326****
3148,ORD00260,"Cups, Mugs & Saucers",14-01-2025,04-02-2025,https://www.valmo.in/track/VL0080302814405,2025-07-27,Drop-off,Changed Mind,Rejected,Drop-off,393,VL0080302814405,PocketShip,https://www.valmo.in/track/VL0080302814405,Courier Return (RTO),10956142512367****
8650,ORD00261,"Cups, Mugs & Saucers",22-01-2025,03-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00836135988&searchBy=referenceNumber,2026-01-12,Drop-off,Defective,Rejected,Drop-off,154,M00836135988,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836135988&searchBy=referenceNumber,Courier Return (RTO),11276334656208****
1948,ORD00262,"Cups, Mugs & Saucers",20-01-2025,03-02-2025,https://www.valmo.in/track/VL0080334150576,2025-09-26,Pickup,Wrong Item,Approved,Pickup,1145,VL0080334150576,PocketShip,https://www.valmo.in/track/VL0080334150576,Courier Return (RTO),11176406262247****
7595,ORD00263,"Cups, Mugs & Saucers",18-01-2025,03-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00829585115&searchBy=referenceNumber,2026-02-16,Drop-off,Defective,Approved,Drop-off,1170,M00829585115,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00829585115&searchBy=referenceNumber,Courier Return (RTO),11129688985661****
9169,ORD00264,"Cups, Mugs & Saucers",22-01-2025,03-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00836136059&searchBy=referenceNumber,2024-07-09,Drop-off,Changed Mind,Pending,Drop-off,1820,M00836136059,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836136059&searchBy=referenceNumber,Courier Return (RTO),11293425506323****
1165,ORD00265,"Cups, Mugs & Saucers",21-01-2025,02-02-2025,https://www.valmo.in/track/VL0080341910818,2025-11-24,Drop-off,Size Issue,Pending,Drop-off,1911,VL0080341910818,PocketShip,https://www.valmo.in/track/VL0080341910818,Courier Return (RTO),11211428224174****
6745,ORD00266,"Cups, Mugs & Saucers (Deleted)",22-01-2025,02-02-2025,https://www.valmo.in/track/VL0080347030604,2026-02-13,Pickup,Changed Mind,Rejected,Pickup,1138,VL0080347030604,PocketShip,https://www.valmo.in/track/VL0080347030604,Courier Return (RTO),11278712788827****
9397,ORD00267,"Cups, Mugs & Saucers",23-01-2025,02-02-2025,https://www.valmo.in/track/VL0080349377808,2025-09-21,Pickup,Changed Mind,Pending,Pickup,384,VL0080349377808,PocketShip,https://www.valmo.in/track/VL0080349377808,Courier Return (RTO),11318745441324****
3360,ORD00268,"Cups, Mugs & Saucers",15-01-2025,02-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00823789726&searchBy=referenceNumber,2025-05-18,Pickup,Wrong Item,Rejected,Pickup,1714,M00823789726,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789726&searchBy=referenceNumber,Courier Return (RTO),10999972291965****
3522,ORD00269,"Cups, Mugs & Saucers",17-01-2025,02-02-2025,https://www.valmo.in/track/VL0080318580772,2024-05-25,Pickup,Wrong Item,Pending,Pickup,993,VL0080318580772,PocketShip,https://www.valmo.in/track/VL0080318580772,Courier Return (RTO),11099014102335****
3201,ORD00270,"Cups, Mugs & Saucers",16-01-2025,02-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00824921201&searchBy=referenceNumber,2026-01-07,Pickup,Changed Mind,Pending,Pickup,460,M00824921201,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921201&searchBy=referenceNumber,Courier Return (RTO),11079086593782****
7476,ORD00271,"Cups, Mugs & Saucers",17-01-2025,02-02-2025,https://www.valmo.in/track/VL0080318580753,2026-01-08,Drop-off,Size Issue,Pending,Drop-off,1448,VL0080318580753,PocketShip,https://www.valmo.in/track/VL0080318580753,Courier Return (RTO),11105280902119****
8106,ORD00272,"Cups, Mugs & Saucers",11-01-2025,02-02-2025,https://www.valmo.in/track/VL0080289348972,2025-02-07,Drop-off,Defective,Rejected,Drop-off,730,VL0080289348972,PocketShip,https://www.valmo.in/track/VL0080289348972,Courier Return (RTO),10882064382000****
8072,ORD00273,"Cups, Mugs & Saucers",23-01-2025,01-02-2025,https://meesho.portal.shipsy.io/track/result?refNum=M00837177025&searchBy=referenceNumber,2024-01-27,Pickup,Size Issue,Approved,Pickup,1744,M00837177025,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177025&searchBy=referenceNumber,Courier Return (RTO),11324324659084****
